id,x,y,z,yaw,pitch,roll
41,1708.92,1003.35,-0.708303,-2.19471,-0.0486069,-0.00116411
42,1708.55,1002.84,-0.712523,-2.19012,-0.0480948,0.00165307
43,1708.35,1002.58,-0.713354,-2.18849,-0.0486338,0.00161783
44,1708.18,1002.34,-0.692809,-2.18643,-0.0476712,0.00362074
45,1708.02,1002.05,-0.686505,-2.18271,-0.040635,-0.00117396
46,1707.83,1001.81,-0.69245,-2.18089,-0.039577,-0.00176515
47,1707.65,1001.59,-0.680987,-2.18055,-0.0392409,-0.00324712
48,1707.5,1001.38,-0.70282,-2.17907,-0.0399663,-0.00136309
49,1707.32,1001.14,-0.701418,-2.17779,-0.0405067,-0.00322495
50,1707.15,1000.92,-0.687736,-2.17664,-0.0411498,-0.00376907
51,1706.94,1000.62,-0.689868,-2.17289,-0.0417905,-0.00307596
52,1706.76,1000.34,-0.692724,-2.17014,-0.0417509,-0.00243568
53,1706.66,1000.21,-0.684051,-2.16932,-0.0418287,-0.00354021
54,1706.46,999.907,-0.674475,-2.16593,-0.0433096,-0.00279781
55,1706.29,999.661,-0.700905,-2.16428,-0.0425239,-0.00228214
56,1706.16,999.462,-0.711831,-2.16142,-0.0432913,-0.00114702
57,1705.96,999.217,-0.693415,-2.16121,-0.0437215,-0.00181679
58,1705.89,999.074,-0.699771,-2.15811,-0.0422752,-0.00228959
59,1705.67,998.758,-0.708129,-2.15698,-0.0441937,-9.81558e-05
60,1705.51,998.5,-0.685691,-2.15273,-0.0408315,-0.0034219
61,1705.34,998.301,-0.699668,-2.15208,-0.0428077,-0.00382732
62,1705.22,998.116,-0.698723,-2.14958,-0.0420212,-0.00399711
63,1705.06,997.877,-0.680676,-2.14688,-0.0421562,-0.0049185
64,1704.9,997.642,-0.684276,-2.14423,-0.0422286,-0.00387309
65,1704.74,997.297,-0.689188,-2.13849,-0.0406181,-0.00528213
66,1704.61,997.096,-0.686723,-2.13638,-0.0398163,-0.00472567
67,1704.39,996.786,-0.694665,-2.13506,-0.0415494,-0.00440276
68,1704.28,996.63,-0.685669,-2.13249,-0.0411244,-0.00472161
69,1704.14,996.347,-0.687721,-2.13014,-0.0407539,-0.00432381
70,1703.98,996.146,-0.686618,-2.12854,-0.0406793,-0.00449728
71,1703.81,995.906,-0.699825,-2.1274,-0.0415681,-0.00508439
72,1703.7,995.732,-0.684712,-2.12648,-0.0408202,-0.00397619
73,1703.45,995.321,-0.710609,-2.12289,-0.0416108,-0.00325015
74,1703.38,995.206,-0.695632,-2.12249,-0.0408819,-0.00346904
75,1703.21,994.924,-0.692797,-2.12078,-0.0428568,-0.00403601
76,1703.04,994.684,-0.698634,-2.11907,-0.0415568,-0.00537104
77,1702.79,994.265,-0.686057,-2.11651,-0.0402603,-0.00250165
78,1702.6,993.933,-0.692428,-2.11392,-0.0393906,-0.0030533
79,1702.46,993.702,-0.68106,-2.11457,-0.0399103,-0.00315642
80,1702.33,993.495,-0.697118,-2.11413,-0.0405991,-0.00128144
81,1702.16,993.223,-0.678208,-2.11292,-0.0409322,-0.00228078
82,1702.03,993,-0.700467,-2.11388,-0.0424359,-0.000505221
83,1701.8,992.618,-0.701989,-2.11372,-0.0407369,-0.00139454
84,1701.7,992.467,-0.699287,-2.11416,-0.0400011,-0.00290306
85,1701.51,992.167,-0.697886,-2.11644,-0.0387902,-0.00187137
86,1701.33,991.897,-0.678856,-2.11519,-0.0393314,-0.00226749
87,1701.31,991.873,-0.668164,-2.11775,-0.0390894,-0.00385457
88,1701.04,991.484,-0.670841,-2.11632,-0.03821,-0.00126125
89,1700.86,991.13,-0.672844,-2.11738,-0.0380082,0.00024951
90,1700.72,990.897,-0.681756,-2.11855,-0.0394449,0.000181875
91,1700.53,990.627,-0.685471,-2.12058,-0.0402676,-0.000842633
92,1700.39,990.402,-0.691268,-2.12293,-0.0349668,0.00340113
93,1700.24,990.113,-0.713381,-2.12464,-0.0324535,0.0112727
94,1700.13,989.931,-0.707504,-2.12693,-0.0338141,0.00771205
95,1699.87,989.537,-0.70381,-2.1291,-0.0313183,0.00567817
96,1699.75,989.373,-0.688845,-2.13086,-0.0349875,0.00384009
97,1699.55,989.061,-0.70488,-2.13189,-0.0321493,0.00780612
98,1699.44,988.878,-0.683942,-2.13425,-0.0318803,0.00578034
99,1699.26,988.588,-0.726241,-2.13595,-0.031588,0.00731446
100,1699.07,988.294,-0.557511,-2.13834,-0.019691,0.0114414
101,1698.96,988.133,-0.56424,-2.14099,-0.0197068,0.0101643
102,1698.89,988.042,-0.561705,-2.1433,-0.0193391,0.00916516
103,1698.6,987.65,-0.502018,-2.14504,-0.0204156,0.00388799
104,1698.37,987.298,-0.523256,-2.14715,-0.0191292,0.00387334
105,1698.31,987.238,-0.499192,-2.15001,-0.0197262,0.00343281
106,1698.1,986.897,-0.524329,-2.15161,-0.0190669,0.00593708
107,1698.01,986.712,-0.550281,-2.15272,-0.0166767,0.0117786
108,1697.81,986.43,-0.524108,-2.15436,-0.0179414,0.0108242
109,1697.65,986.251,-0.486287,-2.15798,-0.0178843,0.00612053
110,1697.41,985.838,-0.488209,-2.15718,-0.0211854,0.00478942
111,1697.34,985.774,-0.48161,-2.16178,-0.0224484,0.00650071
112,1697.14,985.439,-0.573566,-2.16221,-0.0194519,0.0107947
113,1697.05,985.342,-0.56956,-2.16507,-0.0195226,0.010439
114,1697.02,985.26,-0.546724,-2.167,-0.0179028,0.0128134
115,1696.74,984.842,-0.528883,-2.16778,-0.0161227,0.0163919
116,1696.64,984.72,-0.535736,-2.17092,-0.0158139,0.0158575
117,1696.5,984.476,-0.562638,-2.17169,-0.0152992,0.0173217
118,1696.48,984.45,-0.555101,-2.17467,-0.016209,0.0165887
119,1696.16,983.993,-0.578782,-2.17595,-0.015783,0.0176963
120,1696.08,983.929,-0.560721,-2.17825,-0.0169031,0.0139967
121,1695.94,983.701,-0.556873,-2.18055,-0.0172699,0.0143842
122,1695.79,983.485,-0.543695,-2.18145,-0.020047,0.01312
123,1695.61,983.26,-0.539631,-2.18378,-0.0196401,0.0104662
124,1695.4,983.021,-0.479892,-2.18458,-0.0231675,0.00311339
125,1695.27,982.817,-0.528149,-2.18635,-0.0217094,0.0072907
126,1695.22,982.769,-0.531557,-2.18803,-0.0221192,0.00824004
127,1694.95,982.411,-0.506864,-2.18865,-0.0240513,0.00571917
128,1694.85,982.261,-0.530469,-2.18926,-0.0227253,0.0091526
129,1694.83,982.135,-0.735208,-2.19023,-0.0243729,0.0277686
130,1694.53,981.766,-0.750252,-2.19233,-0.0241736,0.0277455
131,1694.45,981.662,-0.750621,-2.19293,-0.0243649,0.0276913
132,1694.46,981.669,-0.748337,-2.19417,-0.0236532,0.0283134
133,1694.45,981.67,-0.689189,-2.19475,-0.0221589,0.0232474
134,1694.07,981.143,-0.732143,-2.19617,-0.0228868,0.0273485
135,1693.98,981.006,-0.714833,-2.19661,-0.0232244,0.0277799
136,1693.78,980.724,-0.749597,-2.19719,-0.0243877,0.0301424
137,1693.77,980.71,-0.729416,-2.19646,-0.025101,0.0275201
138,1693.45,980.305,-0.762537,-2.19787,-0.0247615,0.0264324
139,1693.45,980.297,-0.749094,-2.19825,-0.0245523,0.0275868
140,1693.38,980.266,-0.771274,-2.2006,-0.0235093,0.0311803
141,1693.31,980.21,-0.750828,-2.20138,-0.0225137,0.031245
142,1693.07,979.827,-0.758848,-2.19979,-0.0235411,0.0334935
143,1693,979.755,-0.756027,-2.19953,-0.0225241,0.0335869
144,1692.74,979.265,-0.83632,-2.20117,-0.0370657,0.0548838
145,1692.67,979.182,-0.874867,-2.19932,-0.0388823,0.0591988
146,1692.39,978.749,-0.921332,-2.19996,-0.0395917,0.0623992
147,1692.32,978.731,-0.863589,-2.19884,-0.0411613,0.0581387
148,1692.3,978.668,-0.899552,-2.19902,-0.041693,0.0623053
149,1692.02,978.274,-0.836534,-2.1974,-0.0428065,0.0539676
150,1691.94,978.217,-0.799398,-2.19642,-0.0416341,0.0516204
151,1691.92,978.194,-0.798645,-2.19398,-0.0415923,0.0514934
152,1691.62,977.718,-0.841489,-2.19354,-0.0416272,0.0560359
153,1691.35,977.281,-0.931965,-2.19256,-0.0380605,0.0628763
154,1691.22,977.183,-0.803915,-2.18943,-0.0324972,0.0548776
155,1691.1,977.054,-0.733143,-2.18792,-0.0341909,0.0490178
156,1691.03,976.921,-0.739851,-2.18663,-0.034267,0.0512686
157,1690.74,976.614,-0.577843,-2.18405,-0.034772,0.0347244
158,1690.55,976.31,-0.653383,-2.18432,-0.0333623,0.0412298
159,1690.44,976.126,-0.678365,-2.18192,-0.0331491,0.0411585
160,1690.39,976.055,-0.600657,-2.17907,-0.0370576,0.0360651
161,1690.24,975.899,-0.577606,-2.17785,-0.0375668,0.0348345
162,1690.03,975.626,-0.591013,-2.17706,-0.0350562,0.0316324
163,1690,975.578,-0.58169,-2.17409,-0.0376254,0.0324941
164,1689.94,975.541,-0.546208,-2.17311,-0.0338128,0.0277705
165,1689.65,975.12,-0.541679,-2.17179,-0.0371504,0.0281401
166,1689.56,975.047,-0.518376,-2.16849,-0.0320888,0.0227358
167,1689.48,974.907,-0.53548,-2.16438,-0.0251956,0.0124306
168,1689.26,974.582,-0.536306,-2.16173,-0.0250158,0.0114386
169,1689.21,974.51,-0.506099,-2.16124,-0.0229035,0.0116036
170,1689.01,974.165,-0.512752,-2.15825,-0.0235863,0.0111924
171,1688.92,974.041,-0.540266,-2.15593,-0.0245706,0.0091412
172,1688.74,973.827,-0.524491,-2.15492,-0.0220501,0.00917015
173,1688.63,973.617,-0.517398,-2.1525,-0.0243357,0.0110111
174,1688.5,973.447,-0.502586,-2.1522,-0.0188739,0.00462488
175,1688.35,973.311,-0.42292,-2.14904,-0.0115848,-0.00851811
176,1688.3,973.152,-0.411045,-2.14693,-0.0127976,-0.00782152
177,1688.07,972.847,-0.391078,-2.1452,-0.016305,-0.00698489
178,1687.92,972.568,-0.386083,-2.14354,-0.0167408,-0.00677419
179,1687.79,972.387,-0.391079,-2.14111,-0.016841,-0.00758536
180,1687.68,972.248,-0.405293,-2.1413,-0.0181248,-0.00751175
181,1687.45,971.605,-0.446162,-2.15729,-0.0220135,-0.00997631
182,1687.32,971.401,-0.575186,-2.15578,-0.0328296,-0.0113043
183,1687.24,971.255,-0.590791,-2.15244,-0.0333642,-0.0114606
184,1687.08,971.038,-0.612067,-2.15234,-0.032872,-0.0117228
185,1686.96,970.87,-0.631094,-2.15039,-0.0323014,-0.014116
186,1686.81,970.631,-0.597533,-2.14898,-0.0308082,-0.0161814
187,1686.7,970.502,-0.630277,-2.14749,-0.0325853,-0.0141598
188,1686.62,970.335,-0.666002,-2.14594,-0.0307183,-0.0157413
189,1686.47,970.116,-0.646305,-2.14443,-0.0321677,-0.0149106
190,1686.34,969.955,-0.635827,-2.14412,-0.0313515,-0.0166845
191,1686.26,969.816,-0.595107,-2.13985,-0.0302264,-0.0170497
192,1686.08,969.545,-0.625675,-2.14213,-0.0316569,-0.0162422
193,1685.99,969.381,-0.602577,-2.13992,-0.0301931,-0.0166366
194,1685.92,969.198,-0.612401,-2.1384,-0.0314393,-0.0154657
195,1685.75,969.055,-0.591097,-2.1359,-0.0301412,-0.017074
196,1685.65,968.87,-0.617968,-2.13508,-0.0305229,-0.01609
197,1685.61,968.727,-0.580781,-2.13151,-0.0311716,-0.01535
198,1685.46,968.55,-0.534878,-2.13051,-0.032017,-0.0163536
199,1685.35,968.351,-0.574831,-2.13001,-0.0323205,-0.0145969
200,1685.27,968.244,-0.548515,-2.12926,-0.0297011,-0.0145943
201,1685.11,967.995,-0.586227,-2.12797,-0.0311902,-0.0149717
202,1685.02,967.834,-0.597483,-2.12628,-0.0315462,-0.0148132
203,1684.91,967.653,-0.572568,-2.12493,-0.0311691,-0.014213
204,1684.78,967.491,-0.583605,-2.12416,-0.0317497,-0.0144445
205,1684.68,967.361,-0.602765,-2.12224,-0.0318079,-0.0151607
206,1684.54,967.137,-0.585249,-2.12206,-0.0320087,-0.0148707
207,1684.38,966.915,-0.62817,-2.12098,-0.032683,-0.0145013
208,1684.32,966.789,-0.627141,-2.11843,-0.0322323,-0.0135308
209,1684.26,966.634,-0.60702,-2.11598,-0.0314268,-0.0134105
210,1684.12,966.428,-0.662763,-2.11539,-0.0350229,-0.010439
211,1683.99,966.23,-0.629431,-2.11446,-0.0357434,-0.0113216
212,1683.9,966.033,-0.657162,-2.11388,-0.0380852,-0.00968104
213,1683.8,965.895,-0.635482,-2.11221,-0.042019,-0.00652178
214,1683.64,965.645,-0.633269,-2.11149,-0.041691,-0.0056944
215,1683.57,965.48,-0.649682,-2.10902,-0.0411502,-0.00451656
216,1683.46,965.335,-0.647567,-2.10756,-0.0411105,-0.00770528
217,1683.28,965.071,-0.656302,-2.10751,-0.0427817,-0.00714435
218,1683.22,964.927,-0.636692,-2.10565,-0.0416788,-0.00634143
219,1683.14,964.764,-0.636252,-2.10337,-0.040769,-0.00626136
220,1682.96,964.481,-0.634145,-2.10292,-0.0421704,-0.00765114
221,1682.86,964.299,-0.641797,-2.10095,-0.0412043,-0.00695767
222,1682.71,964.105,-0.638098,-2.1011,-0.0415044,-0.00751159
223,1682.58,963.892,-0.600058,-2.10041,-0.0356554,-0.01072
224,1682.46,963.743,-0.62262,-2.09969,-0.0344225,-0.0115613
225,1682.26,963.421,-0.675906,-2.10064,-0.0394017,-0.00862384
226,1682.16,963.23,-0.668538,-2.09971,-0.0396441,-0.0102889
227,1682.06,963.047,-0.661466,-2.09831,-0.0402751,-0.00936377
228,1681.88,962.763,-0.672008,-2.09825,-0.0404197,-0.010464
229,1681.76,962.598,-0.667524,-2.09694,-0.0399866,-0.0100575
230,1681.67,962.398,-0.683031,-2.09538,-0.0401202,-0.0103204
231,1681.5,962.121,-0.670307,-2.09698,-0.039852,-0.0094722
232,1681.36,961.875,-0.679574,-2.09687,-0.0416859,-0.00920364
233,1681.21,961.606,-0.667206,-2.09694,-0.0414922,-0.00948839
234,1681.05,961.375,-0.680132,-2.09637,-0.0418427,-0.0103939
235,1680.93,961.122,-0.691263,-2.09543,-0.0435804,-0.0106065
236,1680.83,960.965,-0.670111,-2.09375,-0.0407601,-0.0102903
237,1680.64,960.703,-0.661435,-2.09495,-0.041464,-0.0091832
238,1680.5,960.481,-0.674677,-2.09464,-0.0424229,-0.0085119
239,1680.38,960.234,-0.667645,-2.09415,-0.0424611,-0.00845014
240,1680.22,959.97,-0.659608,-2.09489,-0.0390644,-0.00864936
241,1680.07,959.761,-0.657248,-2.09562,-0.0392377,-0.00993423
242,1679.92,959.509,-0.560846,-2.0962,-0.0312191,-0.00886409
243,1679.82,959.3,-0.60041,-2.09551,-0.0286537,-0.00976132
244,1679.72,959.033,-0.671946,-2.09538,-0.0248661,-0.00799058
245,1679.56,958.781,-0.669776,-2.09747,-0.0265681,-0.00622344
246,1679.4,958.514,-0.671505,-2.09759,-0.028278,-0.00596389
247,1679.24,958.303,-0.615128,-2.09871,-0.017554,-0.000584009
248,1679.03,958.03,-0.675343,-2.09977,-0.0144123,0.00279443
249,1678.96,957.791,-0.67544,-2.09799,-0.0150451,0.00267459
250,1678.84,957.572,-0.638472,-2.09845,-0.0167537,0.00195999
251,1678.69,957.337,-0.636462,-2.10024,-0.0182586,0.00512683
252,1678.55,957.121,-0.645961,-2.10112,-0.0205384,0.0050316
253,1678.31,956.976,-0.554298,-2.10455,-0.0251504,-0.0187242
254,1678.14,956.716,-0.530384,-2.1048,-0.0283038,-0.0200805
255,1677.95,956.488,-0.498042,-2.10542,-0.0307982,-0.0178421
256,1677.83,956.195,-0.522149,-2.10522,-0.0306719,-0.0184637
257,1677.66,955.993,-0.455228,-2.10749,-0.0334901,-0.0175594
258,1677.52,955.777,-0.455801,-2.10934,-0.0330918,-0.0192534
259,1677.42,955.491,-0.490418,-2.11006,-0.0362139,-0.0228624
260,1677.18,955.275,-0.579037,-2.11323,-0.0361836,-0.0189203
261,1677.06,955.017,-0.523756,-2.11174,-0.0312332,-0.0180155
262,1676.92,954.786,-0.525581,-2.11196,-0.0293425,-0.018261
263,1676.71,954.561,-0.549448,-2.11353,-0.0277122,-0.0185326
264,1676.62,954.37,-0.47869,-2.11388,-0.0190669,-0.00290647
265,1676.45,954.142,-0.495413,-2.11555,-0.0179225,-0.00232156
266,1676.33,953.888,-0.493168,-2.11323,-0.0181555,-0.00218361
267,1676.17,953.647,-0.476666,-2.1147,-0.0205746,-0.00285603
268,1676.03,953.369,-0.43347,-2.11368,-0.0248786,-0.00184213
269,1675.91,953.135,-0.443116,-2.11435,-0.0262502,-0.00219855
270,1675.73,952.842,-0.612924,-2.11476,-0.0365399,-0.00287703
271,1675.62,952.626,-0.609955,-2.1144,-0.0366378,-0.000891411
272,1675.44,952.372,-0.625548,-2.11475,-0.0359019,-0.00217845
273,1675.29,952.173,-0.59981,-2.1151,-0.0365733,-0.00200942
274,1675.14,951.956,-0.599574,-2.11528,-0.0369784,-1.55069e-05
275,1674.97,951.741,-0.570408,-2.11512,-0.0382744,0.00122175
276,1674.85,951.478,-0.570889,-2.1138,-0.0392991,0.00523725
277,1674.69,951.251,-0.575802,-2.11205,-0.0386133,0.00274739
278,1674.53,951.021,-0.579486,-2.11239,-0.0389962,0.00447874
279,1674.39,950.784,-0.548747,-2.10852,-0.039108,0.00372154
280,1674.26,950.554,-0.530753,-2.1067,-0.0403666,0.0032161
281,1674.12,950.292,-0.549443,-2.10213,-0.0410683,0.00203431
282,1673.96,950.056,-0.525572,-2.09922,-0.0400143,0.00139683
283,1673.79,949.844,-0.515204,-2.09246,-0.0369176,0.00366619
284,1673.68,949.678,-0.437897,-2.08879,-0.0220026,0.00363795
285,1673.56,949.423,-0.437954,-2.07881,-0.021545,0.00405786
286,1673.42,949.244,-0.451379,-2.1154,-0.0227607,0.00684269
287,1673.3,948.898,-0.457269,-2.10408,-0.0223969,0.00544859
288,1673.14,948.644,-0.476819,-2.09655,-0.0146926,0.00609846
289,1673.01,948.463,-0.403567,-2.08621,-0.0093813,0.00480369
290,1672.85,948.143,-0.438313,-2.07948,-0.0132703,0.00301873
291,1672.68,947.857,-0.438828,-2.06817,-0.0187724,0.00414315
292,1672.62,947.63,-0.42852,-2.05686,-0.0248471,0.0062065
293,1672.53,947.383,-0.423917,-2.04151,-0.0266457,0.00606463
294,1672.49,947.24,-0.417588,-2.03444,-0.0256133,0.00722954
295,1672.35,947.019,-0.409305,-2.01958,-0.0258216,0.00743828
296,1672.2,946.757,-0.425521,-2.00944,-0.0254393,0.0087881
297,1672.09,946.515,-0.411125,-1.99673,-0.0257526,0.00857662
298,1671.96,946.082,-0.440076,-1.97783,-0.0234568,0.00911875
299,1671.83,945.818,-0.450324,-1.9615,-0.0226425,0.00945349
300,1671.77,945.572,-0.463662,-1.9528,-0.0200062,0.00808224
301,1671.62,945.357,-0.445683,-1.93796,-0.0136978,0.00539393
302,1671.46,945.076,-0.421134,-1.92728,-0.0152038,1.91871e-05
303,1671.27,944.924,-0.422535,-1.9141,-0.0155563,-0.00344876
304,1671.32,944.573,-0.416326,-1.89523,-0.0142969,-0.0016405
305,1671.16,944.483,-0.424088,-1.8815,-0.0162761,-0.00127193
306,1671.11,944.123,-0.43814,-1.86559,-0.016324,0.000332125
307,1670.95,943.893,-0.430943,-1.84798,-0.0172456,-0.000886079
308,1670.91,943.51,-0.446647,-1.83375,-0.0161506,-0.00203838
309,1670.91,943.19,-0.420359,-1.80808,-0.0155278,0.00232043
310,1670.83,942.939,-0.426008,-1.79753,-0.0162204,0.00196171
311,1670.66,942.632,-0.455135,-1.77712,-0.0157263,0.000401678
312,1670.76,942.358,-0.423088,-1.7604,-0.0150639,0.00173558
313,1670.64,942.113,-0.43674,-1.74266,-0.0143689,0.003234
314,1670.67,941.85,-0.433828,-1.7275,-0.0148701,0.00343061
315,1670.55,941.569,-0.399221,-1.70898,-0.0142748,0.00263165
316,1670.5,941.295,-0.45358,-1.69431,-0.0176769,0.00387057
317,1670.41,941.18,-0.453912,-1.67802,-0.0169076,0.00198891
318,1670.45,940.913,-0.439893,-1.66169,-0.0164662,0.00117948
319,1670.37,940.475,-0.430182,-1.63825,-0.0169529,0.00419033
320,1670.32,940.212,-0.413548,-1.62456,-0.0156851,0.0047034
321,1670.38,939.885,-0.403376,-1.60168,-0.0130902,0.00553281
322,1670.39,939.536,-0.425993,-1.58789,-0.0146716,0.00428657
323,1670.38,939.297,-0.267802,-1.56446,-0.00858389,-0.00528699
324,1670.39,939.089,-0.267544,-1.55247,-0.00646923,-0.00539757
325,1670.42,938.744,-0.30073,-1.52743,-0.00794274,-0.00538193
326,1670.48,938.557,-0.301848,-1.51368,-0.00768603,-0.00524791
327,1670.54,938.247,-0.349791,-1.49068,-0.00644641,-0.00480379
328,1670.53,937.915,-0.355095,-1.4786,-0.00922147,-0.00305207
329,1670.5,937.86,-0.361951,-1.45996,-0.00603951,-0.000760298
330,1670.5,937.463,-0.314705,-1.4451,-0.00829811,0.0014164
331,1670.56,937.027,-0.333589,-1.42115,-0.0109795,0.0010841
332,1670.66,936.688,-0.351104,-1.40267,-0.00727353,0.000264691
333,1670.67,936.534,-0.344347,-1.38722,-0.00837876,0.000905394
334,1670.86,936.214,-0.328387,-1.37095,-0.00700342,0.000579204
335,1670.87,936.353,-0.326444,-1.36085,-0.00478548,0.0017464
336,1671,936.152,-0.265452,-1.34798,0.00497115,0.00795642
337,1671.33,936.121,-0.158627,-1.32672,0.00148429,0.0145435
338,1671.31,935.813,-0.183037,-1.31508,0.00152559,0.0117711
339,1671.5,935.574,-0.131934,-1.2908,0.000635733,0.0138872
340,1671.56,935.299,-0.188625,-1.27948,0.00166742,0.0148885
341,1671.65,935.002,-0.190076,-1.25976,0.000768902,0.0160906
342,1671.61,934.634,-0.229432,-1.24791,0.000355027,0.0152522
343,1671.84,934.408,-0.267432,-1.22464,-0.00246913,0.0194916
344,1671.77,934.191,-0.282338,-1.21534,-0.00554769,0.0202803
345,1671.94,933.921,-0.315362,-1.19472,-0.00451504,0.0233809
346,1672.1,933.712,-0.3187,-1.18517,-0.0063808,0.0235393
347,1672.23,933.413,-0.354632,-1.16426,-0.00681646,0.0246324
348,1672.28,933.088,-0.356243,-1.15126,-0.00685857,0.0242194
349,1672.5,932.757,-0.373825,-1.12912,-0.00668464,0.0288987
350,1672.54,932.533,-0.348368,-1.11752,-0.00698308,0.0274637
351,1672.74,932.298,-0.381098,-1.10269,-0.00837409,0.0255656
352,1672.8,932.104,-0.321079,-1.08473,-0.0079988,0.0257632
353,1672.94,931.762,-0.329817,-1.06276,-0.00987795,0.0263
354,1673.08,931.583,-0.318811,-1.05405,-0.00963157,0.024932
355,1673.28,931.376,-0.283442,-1.03429,-0.00889168,0.0224061
356,1673.41,931.18,-0.298232,-1.01975,-0.00792889,0.02402
357,1673.67,930.869,-0.302678,-0.997676,-0.00885273,0.0264567
358,1673.75,930.737,-0.322687,-0.989927,-0.00890137,0.0258309
359,1674.04,930.368,-0.322876,-0.965534,-0.00912403,0.0244419
360,1674.11,930.137,-0.345079,-0.95758,-0.00938408,0.0236805
361,1674.35,929.881,-0.371412,-0.941536,-0.0107194,0.0240885
362,1674.52,929.709,-0.403038,-0.931191,-0.0102766,0.0247008
363,1674.65,929.456,-0.338012,-0.916529,-0.011664,0.0229985
364,1674.84,929.21,-0.27408,-0.90245,-0.00922888,0.0201625
365,1675.07,928.969,-0.252137,-0.886298,-0.00976991,0.0196341
366,1675.25,928.798,-0.294868,-0.876352,-0.0113671,0.0208508
367,1675.32,928.677,-0.314245,-0.863111,-0.0115491,0.0224936
368,1675.57,928.301,-0.345926,-0.856056,-0.0125339,0.0226453
369,1675.72,928.151,-0.333191,-0.844349,-0.0130923,0.0224459
370,1675.93,927.924,-0.340124,-0.838473,-0.0136315,0.0210453
371,1676.05,927.679,-0.443453,-0.824554,-0.0162651,0.00821414
372,1676.3,927.403,-0.40853,-0.814435,-0.0160954,0.00692128
373,1676.48,927.287,-0.372802,-0.803216,-0.0177835,0.00442872
374,1676.63,927.034,-0.404144,-0.793643,-0.0177656,0.00692786
375,1676.9,926.89,-0.365733,-0.788055,-0.0184186,0.00485701
376,1677.11,926.665,-0.370914,-0.779477,-0.0172955,0.00542152
377,1677.29,926.541,-0.383289,-0.772073,-0.0174687,0.00524277
378,1677.56,926.296,-0.383557,-0.765011,-0.0181655,0.00661165
379,1677.78,926.031,-0.345257,-0.754066,-0.0200241,0.00451572
380,1678.03,925.784,-0.364019,-0.747976,-0.019566,0.00583242
381,1678.18,925.643,-0.390684,-0.742583,-0.0200394,0.007303
382,1678.45,925.392,-0.394272,-0.737123,-0.0194187,0.00673876
383,1678.65,925.241,-0.413403,-0.731446,-0.0197787,0.00772313
