id,x,y,z,yaw,pitch,roll
154,-309.442,244.296,-12.8709,2.8752,-0.00961095,0.00297987
155,-309.659,244.276,-12.8669,2.89857,-0.00820262,0.00209681
156,-309.89,244.264,-12.8773,2.92205,-0.00694916,0.000756637
157,-310.116,244.219,-12.8888,2.94696,-0.00675384,-0.000485579
158,-310.354,244.195,-12.8748,2.97143,-0.00599904,-0.00161378
159,-310.591,244.174,-12.8794,2.99657,-0.00591426,-0.00134146
160,-310.81,244.123,-12.8886,3.02179,-0.005554,-0.00074977
161,-311.058,244.069,-12.8791,3.04671,-0.00485783,0.000309361
162,-311.29,244.003,-12.9044,3.07203,-0.00553393,0.00216027
163,-311.519,243.937,-12.9057,3.09803,-0.00591729,0.00319292
164,-311.754,243.872,-12.9002,3.12406,-0.00657721,0.00354653
165,-311.985,243.805,-12.9042,-3.13202,-0.00557781,0.00391577
166,-312.225,243.721,-12.9031,-3.10568,-0.00379449,0.00414304
167,-312.443,243.637,-12.8941,-3.07846,-0.00240144,0.003715
168,-312.682,243.526,-12.9053,-3.05165,-0.00383895,0.00454181
169,-312.925,243.43,-12.9163,-3.02318,-0.00373581,0.00545352
170,-313.167,243.315,-12.9044,-2.99479,-0.00355573,0.00647555
171,-313.4,243.198,-12.925,-2.96629,-0.00225539,0.00767489
172,-313.637,243.075,-12.9166,-2.93849,-0.000184849,0.00903917
173,-313.861,242.941,-12.9163,-2.91023,0.00183814,0.00967729
174,-314.099,242.794,-12.9456,-2.88084,0.00128167,0.0107403
175,-314.315,242.632,-12.9402,-2.85153,-0.000439599,0.0128315
176,-314.556,242.488,-12.9252,-2.82374,-0.00129368,0.0118724
177,-314.783,242.317,-12.943,-2.79473,-0.00370267,0.00911392
178,-315.062,242.141,-12.9614,-2.76576,-0.0055616,0.00933343
179,-315.299,241.942,-12.9539,-2.73701,-0.00514549,0.0128381
180,-315.556,241.744,-12.9609,-2.70883,-0.00376753,0.0155054
181,-315.808,241.536,-12.956,-2.6812,-0.00193158,0.0162049
182,-316.049,241.338,-12.9577,-2.65532,-0.000713882,0.0159458
183,-316.293,241.13,-12.9507,-2.62851,0.000438464,0.0141729
184,-316.549,240.884,-12.9528,-2.60255,0.0021865,0.0130393
185,-316.78,240.647,-12.9525,-2.57899,0.00278986,0.00972791
186,-317.013,240.407,-12.9459,-2.55798,0.00477421,0.00478888
187,-317.272,240.2,-12.9791,-2.53805,0.00636768,0.00214245
188,-317.499,239.979,-13.0116,-2.51956,0.00656173,0.00323423
189,-317.727,239.718,-13.0054,-2.50202,0.0055295,0.00714028
190,-317.965,239.499,-13.0037,-2.48562,0.00288316,0.00967151
191,-318.208,239.27,-13.0001,-2.46838,0.000750704,0.0117969
192,-318.44,239.021,-12.9987,-2.45092,-6.78098e-06,0.0135201
193,-318.649,238.771,-12.9993,-2.43481,0.00143587,0.0132983
194,-318.884,238.518,-13.0009,-2.41749,0.000675456,0.0127444
195,-319.101,238.278,-13.024,-2.40125,0.000207251,0.0115814
196,-319.326,238.026,-13.0236,-2.38547,-0.00234156,0.0108462
197,-319.548,237.739,-13.0456,-2.37102,-0.0040312,0.0105537
198,-319.788,237.468,-13.0544,-2.35693,-0.00802852,0.0115134
199,-320.043,237.188,-13.0507,-2.34413,-0.0130835,0.0119242
200,-320.256,236.889,-13.0431,-2.33258,-0.018421,0.0113512
