id,x,y,z,yaw,pitch,roll
49,1792.2,866.686,0,0.0331277,-0.0011658,-0.0436641
50,1792.83,866.708,0,0.0348221,-0.00570433,-0.0419419
51,1793.15,866.713,0,0.0360342,-0.00381527,-0.0417238
52,1793.43,866.73,0,0.0372868,0.00718047,-0.0363965
53,1794.03,866.745,0,0.036105,0.00716102,-0.0336189
54,1794.31,866.757,0,0.0369718,0.00850305,-0.0343871
55,1794.93,866.776,0,0.0363529,0.00382845,-0.0330316
56,1795.22,866.782,0,0.0375743,0.0028688,-0.0324174
57,1795.23,866.793,0,0.0381144,0.00258973,-0.0298148
58,1795.5,866.808,0,0.0382944,0.0092505,-0.0255245
59,1795.86,866.808,0,0.0393318,0.00791998,-0.0272119
60,1796.48,866.834,0,0.0377173,0.000497941,-0.0258107
61,1796.49,866.832,0,0.0409802,0.00442014,-0.0255693
62,1797.39,866.854,0,0.0390033,-0.00358993,-0.025654
63,1798.3,866.91,0,0.0404324,-0.00585353,-0.0227973
64,1798.33,866.907,0,0.0403467,-0.00652071,-0.0249105
65,1798.93,866.931,0,0.041093,-0.00860025,-0.0231405
66,1798.95,866.93,0,0.0463886,-0.00729585,-0.0229802
67,1799.79,866.99,0,0.0400413,-0.00834386,-0.0133915
68,1799.8,866.982,0,0.0414947,-0.00620373,-0.0147102
69,1799.84,866.971,0,0.0432552,-0.00461664,-0.0143572
70,1799.89,866.978,0,0.0432393,-0.0133616,-0.0114919
71,1799.92,866.948,0,0.0479184,-0.0121668,-0.012663
72,1800.24,866.928,0,0.0480525,-0.0112882,-0.0136797
73,1800.23,866.933,0,0.0472543,-0.00972382,-0.0139385
74,1800.79,866.96,0,0.0463012,-0.0122312,-0.0140573
75,1801.41,866.947,0,0.0481685,-0.0102737,-0.0164904
76,1801.7,866.947,0,0.0482928,-0.0115324,-0.0163869
77,1802.02,866.962,0,0.047562,-0.0107881,-0.0164748
78,1802.88,866.976,0,0.0476662,-0.00420404,-0.020475
79,1803.09,867.002,0,0.0464633,0.0219067,-0.0150092
80,1803.12,866.986,0,0.049025,0.0240384,-0.0152863
81,1803.95,867.043,0,0.0474893,0.0235948,-0.0132832
82,1804.35,867.056,0,0.0477832,0.020269,-0.0139052
83,1804.93,867.09,0,0.0486172,0.0253475,-0.0145522
84,1806.97,867.092,0,0.0433094,0.00702781,-0.0283135
85,1807.59,867.13,0,0.0440635,0.00319618,-0.0276978
86,1807.94,867.165,0,0.0431095,0.00197393,-0.0227294
87,1808.25,867.141,0,0.037903,-0.00389936,-0.01839
88,1808.82,867.142,0,0.0398983,-0.00627563,-0.0188943
89,1809.17,867.176,0,0.0389613,-0.00738166,-0.0186377
90,1809.59,867.204,0,0.0375444,-0.00961167,-0.0178663
91,1810.1,867.227,0,0.0380812,-0.0141931,-0.0166746
92,1810.19,867.248,0,0.0377036,-0.0141533,-0.0171583
93,1810.86,867.253,0,0.0388485,-0.0173243,-0.0165044
94,1811.23,867.263,0,0.0399614,-0.0191294,-0.0157363
95,1811.71,867.281,0,0.0392503,-0.0201324,-0.0161042
96,1812.12,867.285,0,0.0413818,-0.0202951,-0.0164218
97,1812.64,867.273,0,0.0409471,-0.00372448,-0.0214438
98,1812.94,867.281,0,0.0414373,-0.00122311,-0.0230358
99,1813.25,867.318,0,0.0436672,0.0129847,-0.020277
100,1813.64,867.35,0,0.0466276,0.013217,-0.0198046
101,1814.21,867.338,0,0.0461634,0.0105394,-0.0234014
102,1814.56,867.306,0,0.0491799,0.0172486,-0.0301721
103,1815.01,867.313,0,0.0466544,0.0286533,-0.0339518
104,1815.36,867.331,0,0.0473278,0.0275473,-0.0324512
105,1815.94,867.36,0,0.0469551,0.0263532,-0.0340875
106,1816.24,867.394,0,0.0453579,0.0247013,-0.0327881
107,1816.7,867.426,0,0.0431424,0.0250841,-0.0320037
108,1817.17,867.408,0,0.0455471,0.0219682,-0.0335968
109,1817.53,867.449,0,0.0450882,0.0199082,-0.0300662
110,1818.05,867.449,0,0.0428687,0.0183882,-0.0319982
111,1818.38,867.446,0,0.0421174,0.0165162,-0.0322591
112,1818.94,867.517,0,0.0410401,0.00810568,-0.0233032
113,1819.33,867.552,0,0.0404008,0.000784844,-0.0187445
114,1819.89,867.578,0,0.0408714,-0.000357649,-0.0191809
115,1820.23,867.553,0,0.0403033,-0.00238476,-0.0177098
116,1820.73,867.617,0,0.0365612,-0.00987358,-0.0123289
117,1821.13,867.642,0,0.0358751,-0.0147829,-0.00862317
118,1821.66,867.621,0,0.0342135,-0.0180082,-0.00811944
119,1822.06,867.649,0,0.0338514,-0.0374427,0.00532623
120,1822.48,867.655,0,0.0311961,-0.039027,0.00414198
121,1822.87,867.664,0,0.0309237,-0.0410286,0.00400675
122,1823.37,867.667,0,0.0319553,-0.04019,0.00122698
123,1823.88,867.659,0,0.0320972,-0.0445871,-0.00157689
124,1824.17,867.68,0,0.0279954,-0.0460803,-0.00126789
125,1824.74,867.674,0,0.0295587,-0.0487668,-0.0020621
126,1825.1,867.701,0,0.0270501,-0.0481222,-0.00291776
127,1825.5,867.699,0,0.025808,-0.0498232,-0.0038496
128,1825.89,867.716,0,0.0245464,-0.0519106,-0.00386173
129,1826.21,867.715,0,0.0225591,-0.044531,-0.000604887
130,1826.64,867.784,0,0.0200097,-0.0410877,-0.000537146
131,1826.98,867.753,0,0.0212455,-0.0204314,0.000281452
132,1827.4,867.736,0,0.0234295,-0.0205478,-0.00175084
133,1827.83,867.746,0,0.0237565,-0.0162993,-0.000415532
134,1828.17,867.756,0,0.0211743,-0.0181846,-0.000460603
135,1828.54,867.768,0,0.0205487,-0.0185207,-5.42753E-05
136,1829.08,867.78,0,0.0204741,-0.0212565,0.000253702
137,1829.42,867.77,0,0.0186623,-0.0231564,-0.0026795
138,1829.74,867.765,0,0.0171537,-0.0267757,-0.00634168
139,1830.26,867.761,0,0.0153622,-0.0371142,-0.00828388
140,1830.62,867.779,0,0.0139395,-0.0390311,-0.00779925
141,1830.86,867.8,0,0.0130342,-0.0398596,-0.00788248
142,1831.25,867.773,0,0.0112673,-0.0435328,-0.00773781
143,1831.81,867.749,0,0.0121753,-0.045642,-0.00707722
144,1832.14,867.747,0,0.0103234,-0.0478389,-0.00843661
145,1832.51,867.763,0,0.00965636,-0.0486183,-0.009652
146,1832.91,867.762,0,0.00811908,-0.0493094,-0.0089704
147,1833.37,867.778,0,0.00924919,-0.0459464,-0.00721908
148,1833.75,867.781,0,0.00508097,-0.0348078,-0.00853346
149,1834.15,867.793,0,0.00731607,-0.0264538,-0.00263037
150,1834.54,867.779,0,0.00747649,-0.0279509,-0.00172788
151,1835.08,867.786,0,0.0091394,-0.025636,0.00243588
152,1835.34,867.822,0,0.00564796,-0.0214218,-0.000910037
153,1835.75,867.783,0,0.00512318,-0.028391,-0.00485513
154,1836.26,867.796,0,0.00514724,-0.0282775,-0.00520819
155,1836.62,867.812,0,0.0055988,-0.0342943,-0.00453602
156,1836.96,867.854,0,0.00485823,-0.0325527,-0.00464323
157,1837.36,867.86,0,0.00391006,-0.034697,-0.0053469
158,1837.91,867.84,0,0.00563049,-0.0354385,-0.00650766
159,1838.27,867.864,0,0.00358052,-0.0344164,-0.00319195
160,1838.83,867.848,0,0.00573458,-0.0330374,-0.00719001
161,1839.22,867.858,0,0.00383226,-0.0358448,-0.00834072
162,1839.65,867.818,0,0.00335787,-0.0313934,-0.0126394
163,1840.14,867.805,0,0.00569172,-0.0342474,-0.0114605
164,1840.54,867.809,0,0.00419941,-0.0353751,-0.0108169
165,1840.89,867.82,0,0.0030149,-0.0359832,-0.0122879
166,1841.24,867.819,0,0.000553994,-0.0334033,-0.0113525
167,1841.63,867.81,0,-0.000989304,-0.0338742,-0.0111618
168,1842.06,867.834,0,0.00117737,-0.0329057,-0.0111886
169,1842.46,867.84,0,0.0020685,-0.0337294,-0.0110335
170,1842.94,867.842,0,0.000123695,-0.0329664,-0.010615
171,1843.39,867.785,0,-0.000570608,-0.0375637,-0.0114548
172,1843.79,867.826,0,0.000435327,-0.0384887,-0.0124987
173,1844.13,867.825,0,-0.000796201,-0.0396114,-0.0126252
174,1844.6,867.822,0,0.00153968,-0.0391124,-0.0123789
175,1845.19,867.815,0,0.00367102,-0.044593,-0.0148765
176,1845.52,867.796,0,0.00253987,-0.0438794,-0.0140617
177,1846.06,867.804,0,0.0042301,-0.0361501,-0.0104764
178,1846.36,867.804,0,0.00236363,-0.0319971,-0.0100571
179,1846.77,867.815,0,-0.000553449,-0.0345854,-0.0104913
180,1847.16,867.815,0,-0.00267298,-0.0376097,-0.011773
181,1847.56,867.802,0,-0.00467459,-0.0400689,-0.0119263
182,1848.11,867.771,0,0.0042689,-0.0359661,-0.010999
183,1848.53,867.766,0,0.00315767,-0.0372519,-0.011862
184,1848.98,867.799,0,0.00474663,-0.0324803,-0.00940009
185,1849.39,867.76,0,0.00214052,-0.0291832,-0.0103786
186,1849.77,867.769,0,0.000132143,-0.0320168,-0.0106192
187,1850.24,867.776,0,0.00244032,-0.0331916,-0.0107854
188,1850.66,867.767,0,0.00199965,-0.0322878,-0.00948642
189,1851.06,867.785,0,0.00302322,-0.0222727,-0.00384839
190,1851.41,867.745,0,0.000490246,-0.0214687,-0.0043818
191,1851.9,867.753,0,0.00344428,-0.020495,-0.00408565
192,1852.28,867.751,0,0.00430485,-0.0237007,-0.00444456
193,1852.73,867.811,0,0.00991588,-0.0254072,-0.0039573
194,1853.12,867.803,0,0.0102082,-0.0263793,-0.00459545
195,1853.45,867.79,0,0.0129184,-0.0265558,-0.00441785
196,1853.94,867.812,0,0.0152474,-0.0268255,-0.00456372
197,1854.3,867.825,0,0.0164751,-0.029748,-0.0065359
198,1854.7,867.868,0,0.0200863,-0.0229048,-0.000330732
199,1855.1,867.862,0,0.0233226,-0.0250947,-0.000367387
200,1855.46,867.875,0,0.0249918,-0.0253854,-0.000953013
201,1855.72,867.883,0,0.0236541,-0.026038,-0.00348713
202,1856.23,867.903,0,0.0298217,-0.0274073,-0.00287787
203,1856.55,867.864,0,0.0242682,-0.0267419,-0.00520083
204,1856.87,867.832,0,0.0272105,-0.00759392,-0.0124794
205,1857.16,867.822,0,0.0295571,-0.00384261,-0.0159405
206,1857.54,867.818,0,0.0288799,-0.0124991,-0.0196585
207,1857.77,867.852,0,0.030718,-0.0138209,-0.0214069
208,1858.29,867.96,0,0.0381168,-0.0145608,-0.0156691
209,1858.61,867.903,0,0.0350119,-0.0153628,-0.0157643
210,1858.97,867.928,0,0.038506,-0.0138166,-0.0175168
211,1859.26,867.973,0,0.0398254,-0.0134476,-0.0179082
212,1859.56,868.005,0,0.0412447,-0.0134617,-0.0171504
213,1859.88,868.016,0,0.0428078,-0.0138601,-0.0177249
214,1860.26,868.004,0,0.0423992,-0.0057397,-0.0107107
215,1860.5,868.029,0,0.0464133,-0.00723502,-0.0100634
216,1860.89,868.054,0,0.0471737,-0.00505628,-0.00813946
217,1861.24,868.05,0,0.047588,-0.00418551,-0.00628844
218,1861.54,868.09,0,0.0494448,-0.00331916,-0.006822
219,1861.87,868.064,0,0.0478784,0.00241551,-0.0088032
220,1862.16,868.133,0,0.0521472,0.00152751,-0.00786915
221,1862.48,868.138,0,0.0531433,-0.00251744,-0.00865288
222,1862.82,868.152,0,0.0542018,-0.00427777,-0.00731629
223,1863.12,868.17,0,0.0542224,-0.00570921,-0.00705892
224,1863.51,868.152,0,0.0517438,-0.00993034,-0.00531087
225,1863.83,868.154,0,0.0531376,-0.0101932,-0.00730626
226,1864.12,868.131,0,0.0515414,-0.00977255,-0.00862046
227,1864.37,868.232,0,0.0572437,-0.00882579,-0.00958236
228,1864.72,868.259,0,0.0577719,-0.0113132,-0.0111485
229,1865.04,868.275,0,0.0572008,-0.00664824,-0.00890435
230,1865.38,868.296,0,0.0583831,-0.00579174,-0.00659666
231,1865.72,868.297,0,0.058255,-0.00506112,-0.004431
232,1866.02,868.343,0,0.0597495,-0.00908662,-0.00545483
233,1866.32,868.376,0,0.0620074,-0.0124474,-0.00633023
234,1866.64,868.392,0,0.059334,-0.0158822,-0.0063245
235,1866.95,868.41,0,0.0598933,-0.01498,-0.00524578
236,1867.26,868.301,0,0.0539189,-0.00736827,-0.00283763
237,1867.63,868.353,0,0.0551008,-0.0111895,-0.00567785
238,1867.97,868.376,0,0.0548564,-0.0174588,-0.010756
239,1868.33,868.379,0,0.0534767,-0.0160277,-0.00963609
240,1868.6,868.418,0,0.0518874,0.00150766,-0.0100978
241,1868.98,868.371,0,0.0505063,0.00661042,-0.0113085
242,1869.3,868.398,0,0.0490715,0.0139794,0.000985433
243,1869.62,868.43,0,0.0500855,0.0175442,-3.90711E-05
244,1870.01,868.476,0,0.0502768,0.0157848,0.00112273
245,1870.37,868.446,0,0.0479081,0.0150466,0.00137397
246,1870.76,868.495,0,0.0476317,0.0138083,0.00222298
247,1871.12,868.53,0,0.0494725,0.00602832,0.000747257
248,1871.5,868.621,0,0.0521741,0.0048083,-0.00305222
249,1871.92,868.581,0,0.0472443,0.00267318,0.00188219
250,1872.24,868.609,0,0.0468538,0.00572286,0.00646273
251,1872.65,868.686,0,0.048209,-0.000951982,0.00216523
252,1873.03,868.644,0,0.0507505,-0.00223267,-0.000587554
253,1873.42,868.633,0,0.0450087,0.00664827,0.00471995
254,1873.73,868.618,0,0.0432378,0.00824533,0.00321333
255,1874.2,868.629,0,0.0435068,0.00335035,0.00035688
256,1874.54,868.627,0,0.0353145,-0.000290774,0.00074752
257,1874.87,868.615,0,0.0311354,0.00172631,-0.00327052
258,1875.26,868.647,0,0.0312801,-0.00432782,-0.00771831
259,1875.75,868.642,0,0.0272023,-0.00157391,-0.00803431
260,1876.01,868.663,0,0.0263234,0.00663857,-0.0135098
261,1876.37,868.681,0,0.023393,0.0058823,-0.0127068
262,1876.74,868.664,0,0.0188202,0.00403525,-0.0114147
263,1877.19,868.668,0,0.0210542,0.00387662,-0.0135543
264,1877.64,868.662,0,0.022339,0.00944766,-0.0122927
265,1877.98,868.669,0,0.0176286,0.0130254,-0.00938861
266,1878.29,868.628,0,0.0131499,0.0229135,-0.00886821
267,1878.69,868.587,0,0.00934546,0.0270214,-0.00562006
268,1879.13,868.58,0,0.00600372,0.0273781,-0.00896231
269,1879.73,868.592,0,0.00666293,0.0182553,-0.00793876
270,1880.14,868.584,0,0.00467565,0.02194,-0.00419628
271,1880.57,868.567,0,0.00407035,0.0215565,-0.00640649
272,1880.86,868.53,0,0.000237639,0.0272997,-0.00338892
273,1881.21,868.569,0,0.00238363,0.0280362,-0.00249233
274,1881.64,868.521,0,9.97987E-06,0.028507,-0.0070687
275,1882.16,868.548,0,0.00278686,0.0230925,-0.00444177
276,1882.63,868.601,0,0.00577116,0.0240902,-0.0028982
277,1883.21,868.584,0,0.00304156,0.0237654,-0.00353104
278,1883.59,868.59,0,0.0100308,0.0212416,-0.00818481
279,1883.96,868.667,0,0.011918,0.0201441,-0.00788789
280,1884.2,868.773,0,0.006504,0.0211221,-0.00535795
281,1884.87,868.82,0,0.021486,0.0189887,-0.00304669
282,1885.14,868.768,0,0.0130496,0.0262839,0.00511058
283,1885.59,868.807,0,0.0159442,0.0318709,0.0104472
284,1886.06,868.797,0,0.0131335,0.0299516,0.0121521
285,1886.37,868.775,0,0.0127253,0.0336208,0.0110375
286,1886.9,868.897,0,0.0206632,0.0370489,0.0168303
287,1887.43,868.949,0,0.0261655,0.0346734,0.016953
288,1887.79,868.923,0,0.0181403,0.0343281,0.0224651
289,1888.21,868.875,0,0.0147033,0.0328597,0.0239951
290,1888.51,868.899,0,0.014656,0.0333359,0.0252437
291,1888.79,868.878,0,0.0152957,0.0349076,0.0243484
292,1889.24,868.802,0,0.0145108,0.0342709,0.0265922
293,1889.67,868.84,0,0.012068,0.0337597,0.0299686
294,1890.02,868.819,0,0.0103813,0.0347244,0.0315412
295,1890.49,868.812,0,0.0134711,0.0402615,0.0333553
296,1891.12,868.846,0,0.0193983,0.0438836,0.0368547
297,1891.59,868.808,0,0.0186011,0.0394049,0.0360033
298,1892.09,868.768,0,0.0222133,0.0325957,0.0360855
299,1892.49,868.754,0,0.0222334,0.0311061,0.0330288
300,1892.96,868.74,0,0.0185196,0.0293584,0.032493
301,1893.29,868.761,0,0.0197993,0.0295147,0.0365759
302,1893.66,868.774,0,0.0204547,0.0284714,0.0385148
303,1894.2,868.806,0,0.0209818,0.0237689,0.0355682
304,1894.54,868.82,0,0.0188588,0.0199883,0.037649
305,1894.89,868.837,0,0.0176889,0.0225098,0.0432601
306,1895.28,868.852,0,0.0130275,0.0227755,0.0418811
307,1895.82,868.85,0,0.0203513,0.0237052,0.0380743
308,1896.25,868.866,0,0.0150245,0.0242085,0.0439063
309,1896.68,868.948,0,0.0140049,0.027743,0.0398908
310,1897.01,868.99,0,0.0131243,0.0248512,0.0393996
311,1897.48,868.982,0,0.010894,0.02346,0.0358816
312,1898.38,868.997,0,0.0135151,0.0219904,0.0335276
313,1898.68,868.955,0,0.00946986,0.0203568,0.0309893
314,1899.08,868.882,0,0.00504031,0.0183272,0.0295729
315,1899.58,869.002,0,0.00598695,0.00959725,0.0435047
316,1900.13,868.957,0,0.00676743,0.0016833,0.0295223
317,1900.51,868.922,0,0.00609659,-0.0015576,0.0253142
318,1900.88,868.889,0,0.00511023,-0.00195255,0.0240382
319,1901.33,868.918,0,0.00627208,-0.00483247,0.0181791
320,1901.83,868.983,0,0.00855202,-0.0124634,0.0258289
321,1902.3,868.912,0,0.00716655,-0.0154705,0.0249385
322,1902.69,868.908,0,0.00283836,-0.0162481,0.0267135
323,1903.19,868.974,0,0.00529988,-0.0228302,0.0283386
324,1903.53,869.095,0,-1.12477E-05,-0.0331681,0.0271422
325,1904.02,869.156,0,0.000606387,-0.0355206,0.0286399
326,1904.45,869.152,0,5.0577E-05,-0.0388889,0.0269551
327,1904.92,869.12,0,-0.00091596,-0.0404366,0.0221578
328,1905.4,869.161,0,-0.000770896,-0.0430278,0.0252579
329,1905.81,869.133,0,-0.00194665,-0.0476823,0.0232411
330,1906.36,869.176,0,0.000200721,-0.0610892,0.026216
331,1906.79,869.167,0,-0.000333414,-0.0580736,0.025443
332,1907.25,869.165,0,-0.00169492,-0.0615636,0.0259432
333,1907.6,869.124,0,-0.00018391,-0.0513297,0.0166702
334,1908.17,869.117,0,0.00206556,-0.0552654,0.0122594
335,1908.64,869.092,0,0.00345683,-0.0541315,0.00463992
336,1909.03,869.08,0,0.00171084,-0.0495875,0.00753129
337,1909.3,868.923,0,-0.00136691,-0.0366189,-0.000387676
338,1909.66,868.997,0,-0.00120458,-0.0399174,-0.00281153
339,1910.19,869.046,0,0.000326582,-0.0478531,0.00193261
340,1910.65,869.04,0,0.00292374,-0.0459078,-0.000782285
341,1911.16,869.043,0,0.00123867,-0.0490564,0.00168111
342,1911.58,869.047,0,0.000429795,-0.0487893,0.00262241
343,1912.04,869.025,0,0.00201366,-0.0475101,-0.00162411
344,1912.55,869.059,0,0.00376291,-0.0482944,0.00124892
345,1913.1,868.985,0,0.00841871,-0.0478988,-0.00117366
346,1913.51,868.932,0,0.0069053,-0.0484254,-0.00154191
347,1913.86,868.898,0,0.00558417,-0.0453143,-0.0064203
348,1914.26,869.006,0,0.00749344,-0.0487546,-0.00508521
349,1914.68,869.041,0,0.00808047,-0.0441548,-0.00562799
350,1915.12,868.948,0,0.00834646,-0.0394919,-0.0112645
351,1915.55,868.943,0,0.00906135,-0.0380698,-0.0175147
352,1916.09,868.959,0,0.0123299,-0.035689,-0.013879
353,1916.57,868.991,0,0.0141918,-0.0352453,-0.0149643
354,1917.1,868.959,0,0.0167883,-0.0257987,-0.0212171
355,1917.39,868.975,0,0.0123146,-0.0287493,-0.0229631
356,1918.03,868.916,0,0.0175896,-0.0325345,-0.0171328
357,1918.35,868.999,0,0.017661,-0.0327915,-0.0202066
358,1918.77,869.008,0,0.0165235,-0.0367993,-0.0263899
359,1919.16,869.034,0,0.0158738,-0.0394871,-0.0225873
360,1919.7,868.98,0,0.0190115,-0.0481036,-0.0169547
361,1920.1,869,0,0.0203466,-0.0482432,-0.019408
362,1920.49,869.063,0,0.0246023,-0.0390655,-0.0232315
363,1920.97,869.022,0,0.020664,-0.0411314,-0.0193717
364,1921.23,868.969,0,0.0348433,-0.0279203,-0.0252705
365,1921.7,869.153,0,0.0300432,-0.0294443,-0.0216925
366,1922.05,869.225,0,0.0304066,-0.0277501,-0.0179428
367,1922.41,869.231,0,0.0365023,-0.0325466,-0.0238015
368,1922.83,869.282,0,0.0384606,-0.0371472,-0.0230082
369,1923.33,869.139,0,0.034856,-0.0451048,-0.0223019
370,1923.71,869.165,0,0.0343579,-0.0351694,-0.0246618
371,1924.15,869.285,0,0.0383261,-0.0368874,-0.0229836
372,1924.67,869.26,0,0.0402217,-0.0566092,-0.0206048
373,1925.12,869.309,0,0.0361701,-0.0474724,-0.0196221
374,1925.49,869.323,0,0.0389872,-0.0541126,-0.0202628
375,1925.95,869.291,0,0.039932,-0.0561967,-0.0232349
376,1926.37,869.346,0,0.0425146,-0.0565428,-0.0227429
377,1926.91,869.321,0,0.0425211,-0.056995,-0.0232583
378,1927.2,869.427,0,0.0419507,-0.0584618,-0.0210093
379,1927.64,869.545,0,0.0431872,-0.0586807,-0.0199507
380,1928.19,869.455,0,0.0447533,-0.0588893,-0.0211659
381,1928.62,869.451,0,0.0452866,-0.0629774,-0.0236026
382,1929.06,869.452,0,0.0451781,-0.0623303,-0.0265242
383,1929.48,869.502,0,0.0457643,-0.0628184,-0.0246334
384,1929.93,869.583,0,0.0453744,-0.0673319,-0.0197535
385,1930.45,869.614,0,0.0474613,-0.0693613,-0.0184331
386,1930.82,869.663,0,0.0459342,-0.0681272,-0.0184143
387,1931.36,869.649,0,0.0447449,-0.0694438,-0.0173875
388,1931.78,869.668,0,0.0440986,-0.0667073,-0.0171494
389,1932.28,869.705,0,0.0421255,-0.0697962,-0.0165311
390,1932.76,869.664,0,0.0439276,-0.0708226,-0.0164193
391,1933.14,869.744,0,0.0430693,-0.0660089,-0.0161952
392,1933.55,869.78,0,0.0424397,-0.0551971,-0.0158549
393,1933.92,869.836,0,0.0411037,-0.0442474,-0.00880934
394,1934.38,869.849,0,0.0423271,-0.0582063,-0.0079851
395,1934.83,869.839,0,0.0392053,-0.0397967,-0.0105629
396,1935.2,869.834,0,0.0382141,-0.0365138,-0.00962644
