id,x,y,z,yaw,pitch,roll
75,-295.87,235.71,-12.805,2.45388,-0.00578421,0.0491651
76,-296.024,235.837,-12.8018,2.45362,-0.00562847,0.0489776
77,-296.132,235.953,-12.7998,2.45229,-0.00499793,0.0472667
78,-296.261,236.051,-12.796,2.45215,-0.00507731,0.045688
79,-296.413,236.168,-12.8076,2.45392,-0.005242,0.0455777
80,-296.549,236.312,-12.8258,2.45321,-0.00374734,0.0446786
81,-296.705,236.436,-12.8277,2.45354,-0.00264407,0.0449778
82,-296.839,236.555,-12.8078,2.4536,-0.00148667,0.0466534
83,-296.981,236.672,-12.815,2.45361,-0.00190644,0.0480641
84,-297.108,236.802,-12.8096,2.45338,-0.00216036,0.0466851
85,-297.254,236.918,-12.8181,2.45347,-0.00163291,0.04667
86,-297.41,237.048,-12.8227,2.4531,-0.00036531,0.0458818
87,-297.54,237.17,-12.8218,2.45298,-0.000414921,0.045526
88,-297.682,237.307,-12.8156,2.45331,-0.00151589,0.0456093
89,-297.828,237.409,-12.8137,2.45482,-0.00125847,0.0461391
90,-297.973,237.534,-12.8129,2.45461,-0.00185638,0.0460189
91,-298.131,237.683,-12.8233,2.45437,-0.00273404,0.0438326
92,-298.278,237.811,-12.8156,2.45532,-0.00302098,0.0439398
93,-298.407,237.926,-12.8241,2.45577,-0.00281629,0.0432785
94,-298.556,238.043,-12.8303,2.45577,-0.00352001,0.0423644
95,-298.694,238.188,-12.8287,2.45532,-0.00424761,0.0411054
96,-298.858,238.317,-12.8133,2.45572,-0.00544882,0.0400815
97,-299.011,238.455,-12.8146,2.45612,-0.00774017,0.0387603
98,-299.17,238.578,-12.8191,2.45636,-0.0091823,0.0385603
99,-299.304,238.695,-12.8365,2.45762,-0.00982378,0.0376952
100,-299.442,238.828,-12.8248,2.45756,-0.00752878,0.0352212
101,-299.592,238.964,-12.8431,2.45829,-0.00679752,0.0348031
102,-299.759,239.087,-12.8594,2.45906,-0.00648349,0.0384419
103,-299.891,239.207,-12.8503,2.45894,-0.00514801,0.040001
104,-300.048,239.329,-12.8344,2.45963,-0.00598916,0.0382656
105,-300.192,239.475,-12.8482,2.45991,-0.00628834,0.0371472
106,-300.349,239.616,-12.8497,2.46058,-0.00561552,0.0343507
107,-300.5,239.741,-12.8542,2.46132,-0.00508258,0.0331183
108,-300.645,239.857,-12.8635,2.46186,-0.00379214,0.0320472
109,-300.802,239.981,-12.8665,2.46291,-0.00406523,0.0309603
110,-300.977,240.122,-12.8695,2.46343,-0.0043984,0.0306787
111,-301.114,240.265,-12.8495,2.46354,-0.00385861,0.0289653
112,-301.278,240.388,-12.8574,2.46346,-0.00429837,0.0286124
113,-301.437,240.521,-12.8558,2.46348,-0.00273285,0.0263775
114,-301.591,240.648,-12.8393,2.46599,-0.00271322,0.0226644
115,-301.749,240.762,-12.8493,2.4689,-0.00553676,0.0221265
116,-301.926,240.914,-12.8451,2.47068,-0.00688836,0.0193967
117,-302.092,241.027,-12.8484,2.47323,-0.00653326,0.0173133
118,-302.246,241.169,-12.8546,2.47502,-0.00642915,0.0189774
119,-302.412,241.286,-12.8645,2.47808,-0.00584436,0.0177982
120,-302.573,241.406,-12.8786,2.48037,-0.00538976,0.0177712
121,-302.747,241.549,-12.8653,2.48216,-0.00490896,0.0170947
122,-302.904,241.675,-12.858,2.48432,-0.0052502,0.0170076
123,-303.085,241.799,-12.8686,2.48729,-0.00534308,0.0162983
124,-303.267,241.928,-12.8624,2.49068,-0.00506742,0.0156651
125,-303.417,242.055,-12.8558,2.49309,-0.00505819,0.0140547
126,-303.59,242.179,-12.8522,2.49616,-0.00553669,0.0136613
127,-303.772,242.297,-12.8644,2.49989,-0.00548516,0.0129285
128,-303.942,242.427,-12.8747,2.50334,-0.00492837,0.0126555
129,-304.117,242.558,-12.8629,2.50905,-0.00420203,0.0112495
130,-304.294,242.681,-12.8653,2.51383,-0.00442928,0.0112213
131,-304.491,242.787,-12.8804,2.5189,-0.00484927,0.0125833
132,-304.653,242.904,-12.8646,2.52464,-0.0063507,0.0145212
133,-304.86,243.002,-12.8557,2.53253,-0.00952996,0.0170852
134,-305.041,243.107,-12.8402,2.54223,-0.0105215,0.0153119
135,-305.215,243.216,-12.8515,2.5521,-0.0122181,0.0109765
136,-305.407,243.315,-12.866,2.56333,-0.0134786,0.00802463
137,-305.612,243.41,-12.8652,2.57436,-0.0124309,0.00697498
138,-305.788,243.504,-12.8634,2.58593,-0.0122365,0.00643424
139,-305.992,243.566,-12.8723,2.59802,-0.0120762,0.00692989
140,-306.191,243.656,-12.8739,2.61033,-0.0120731,0.00678722
141,-306.391,243.739,-12.867,2.62328,-0.013087,0.00673513
142,-306.599,243.784,-12.8652,2.63633,-0.013206,0.00598294
143,-306.814,243.86,-12.8584,2.65041,-0.0133758,0.00368357
144,-306.999,243.93,-12.8825,2.66585,-0.013915,0.00131653
145,-307.211,243.994,-12.866,2.68068,-0.0142321,0.00328641
146,-307.409,244.04,-12.8661,2.69537,-0.0135761,0.00481692
147,-307.633,244.093,-12.88,2.71146,-0.013272,0.00596077
148,-307.855,244.143,-12.8737,2.72873,-0.0133167,0.00721286
149,-308.079,244.189,-12.8698,2.74685,-0.0127057,0.00741472
150,-308.288,244.223,-12.8631,2.76589,-0.0116341,0.00538075
151,-308.512,244.242,-12.8613,2.78711,-0.0106173,0.00396933
152,-308.728,244.265,-12.8782,2.80777,-0.0111824,0.00355503
153,-308.977,244.269,-12.8692,2.82899,-0.011028,0.00165091
154,-309.198,244.293,-12.8693,2.85202,-0.0104548,0.00155874
155,-309.441,244.297,-12.8707,2.87521,-0.0095995,0.00296595
156,-309.659,244.276,-12.8679,2.89857,-0.00821815,0.00215757
157,-309.89,244.265,-12.8772,2.92205,-0.0069476,0.000749609
158,-310.116,244.22,-12.8891,2.94697,-0.00676028,-0.000477102
159,-310.354,244.194,-12.8751,2.97144,-0.0059993,-0.00160531
160,-310.591,244.174,-12.8796,2.99656,-0.00591079,-0.00133766
161,-310.81,244.123,-12.8885,3.02177,-0.00556038,-0.000731643
162,-311.057,244.069,-12.8789,3.04673,-0.00485257,0.000303016
163,-311.285,244.003,-12.9043,3.07212,-0.00508995,0.00195567
164,-311.518,243.938,-12.9056,3.09804,-0.00590302,0.00317832
165,-311.752,243.872,-12.9004,3.12409,-0.00657554,0.0035638
166,-311.985,243.806,-12.9042,-3.13202,-0.00561521,0.00394502
167,-312.225,243.721,-12.9031,-3.10566,-0.00379642,0.00414409
168,-312.443,243.638,-12.8942,-3.07843,-0.00240095,0.00372227
169,-312.683,243.526,-12.9052,-3.05164,-0.00384072,0.00453934
170,-312.923,243.43,-12.9152,-3.02321,-0.00371735,0.00543949
171,-313.167,243.314,-12.9049,-2.99478,-0.00355182,0.00645929
172,-313.401,243.198,-12.925,-2.96628,-0.00229316,0.00763936
173,-313.636,243.075,-12.9171,-2.93841,-9.16789e-05,0.00896331
174,-313.861,242.94,-12.9166,-2.91023,0.00183825,0.00966088
175,-314.099,242.794,-12.9457,-2.88087,0.00126796,0.0107533
176,-314.315,242.632,-12.9401,-2.85152,-0.000446292,0.0128371
177,-314.556,242.488,-12.9252,-2.82373,-0.00129362,0.0118766
178,-314.783,242.316,-12.943,-2.79471,-0.00370071,0.00911307
179,-315.06,242.141,-12.9626,-2.76577,-0.00550832,0.00934
180,-315.301,241.942,-12.9553,-2.73708,-0.00516793,0.0127464
181,-315.555,241.745,-12.9609,-2.70882,-0.00377115,0.0155099
182,-315.808,241.537,-12.956,-2.68119,-0.0019188,0.0161969
183,-316.047,241.337,-12.9572,-2.65525,-0.000697566,0.0159597
184,-316.292,241.13,-12.9506,-2.6285,0.000436406,0.0141736
185,-316.549,240.884,-12.9527,-2.60255,0.00219015,0.0130507
186,-316.779,240.645,-12.9538,-2.57908,0.00275778,0.00967017
187,-317.012,240.406,-12.9456,-2.5579,0.00473218,0.00481256
188,-317.271,240.2,-12.9794,-2.53804,0.00639324,0.00214798
189,-317.498,239.979,-13.0115,-2.51955,0.00656178,0.00323707
190,-317.728,239.718,-13.0054,-2.50202,0.00552976,0.00714293
191,-317.966,239.5,-13.0035,-2.48562,0.00288101,0.00966505
192,-318.208,239.27,-13.0002,-2.46837,0.00075022,0.0117991
193,-318.44,239.02,-12.9973,-2.45091,3.74549e-05,0.0135194
194,-318.649,238.769,-12.9997,-2.43471,0.00144165,0.0132963
195,-318.884,238.518,-13.0009,-2.41748,0.000679602,0.012745
196,-319.104,238.278,-13.0239,-2.40123,0.000208602,0.0115799
197,-319.325,238.026,-13.0235,-2.38546,-0.00234382,0.0108501
198,-319.547,237.738,-13.0454,-2.37101,-0.00404481,0.0105719
199,-319.788,237.468,-13.0542,-2.35692,-0.00802962,0.0115139
200,-320.043,237.188,-13.0529,-2.34409,-0.0131087,0.0118312
201,-320.256,236.888,-13.0431,-2.33257,-0.0184233,0.0113553
